,Person Count for  - High_HH1,Timestamp,Person Count for  - Low_HH1,Person Count for  - Outside_HH1,Person Count for  - Unknown_HH1,Apparent_HH1,Cold Water_HH1,Electricity_HH1,Gasoline_HH1,Hot water_HH1,Inner Device Heat Gains_HH1,None_HH1,Reactive_HH1,Warm Water_HH1
0,3.0,2020-01-01 00:00:00,0.0,0.0,0.0,0.0078039501084864096,0.0,0.006353911972783052,0.0,0.0,0.006353911972783052,0.0,0.0039019712196188805,0.0
1,3.0,2020-01-01 00:01:00,0.0,0.0,0.0,0.007891413127551084,0.0,0.006430939346434963,0.0,0.0,0.006430939346434963,0.0,0.003930581478341724,0.0
2,3.0,2020-01-01 00:02:00,0.0,0.0,0.0,0.007787987222747352,0.0,0.006324137815116897,0.0,0.0,0.006324137815116897,0.0,0.003903071563010795,0.0
3,3.0,2020-01-01 00:03:00,0.0,0.0,0.0,0.007603599236595544,0.0,0.00614593932792424,0.0,0.0,0.00614593932792424,0.0,0.003845081774927025,0.0
4,3.0,2020-01-01 00:04:00,0.0,0.0,0.0,0.007695127541733251,0.0,0.006225217639693842,0.0,0.0,0.006225217639693842,0.0,0.003876685580402172,0.0
5,3.0,2020-01-01 00:05:00,0.0,0.0,0.0,0.008132213627864107,0.0,0.006632652558645526,0.0,0.0,0.006632652558645526,0.0,0.004020896547714898,0.0
6,3.0,2020-01-01 00:06:00,0.0,0.0,0.0,0.007608239522507047,0.0,0.006130934420787207,0.0,0.0,0.006130934420787207,0.0,0.003854155925399632,0.0
7,3.0,2020-01-01 00:07:00,0.0,0.0,0.0,0.006967688074195854,0.0,0.0058180351369647425,0.0,0.0,0.0058180351369647425,0.0,0.003254084129417495,0.0
8,3.0,2020-01-01 00:08:00,0.0,0.0,0.0,0.004922397467662108,0.0,0.00459299012489798,0.0,0.0,0.00459299012489798,0.0,0.0016378637449603727,0.0
9,3.0,2020-01-01 00:09:00,0.0,0.0,0.0,0.0048187638977259615,0.0,0.004494834634296974,0.0,0.0,0.004494834634296974,0.0,0.0015976289147944486,0.0
10,3.0,2020-01-01 00:10:00,0.0,0.0,0.0,0.00503052273464661,0.0,0.004697371628469806,0.0,0.0,0.004697371628469806,0.0,0.00165741203408098,0.0
11,3.0,2020-01-01 00:11:00,0.0,0.0,0.0,0.004747439711361987,0.0,0.0044323650845915505,0.0,0.0,0.0044323650845915505,0.0,0.0015792049352187918,0.0
12,3.0,2020-01-01 00:12:00,0.0,0.0,0.0,0.0049567308657016895,0.0,0.004628706682984444,0.0,0.0,0.004628706682984444,0.0,0.0016374831676210621,0.0
13,3.0,2020-01-01 00:13:00,0.0,0.0,0.0,0.004922344179931136,0.0,0.004597338182621788,0.0,0.0,0.004597338182621788,0.0,0.0016280334912755514,0.0
14,3.0,2020-01-01 00:14:00,0.0,0.0,0.0,0.004791597581488516,0.0,0.004471067138694416,0.0,0.0,0.004471067138694416,0.0,0.0015927685146673472,0.0
15,3.0,2020-01-01 00:15:00,0.0,0.0,0.0,0.005220179123390866,0.0,0.004877563997793861,0.0,0.0,0.004877563997793861,0.0,0.0017138702564946937,0.0
16,3.0,2020-01-01 00:16:00,0.0,0.0,0.0,0.005158254600736392,0.0,0.004817714434860307,0.0,0.0,0.004817714434860307,0.0,0.001705645979651497,0.0
17,3.0,2020-01-01 00:17:00,0.0,0.0,0.0,0.004524065189934255,0.0,0.004220085612188358,0.0,0.0,0.004220085612188358,0.0,0.0014791414786658379,0.0
18,3.0,2020-01-01 00:18:00,0.0,0.0,0.0,0.004994691242088454,0.0,0.004668465185839369,0.0,0.0,0.004668465185839369,0.0,0.0015982151572742998,0.0
19,3.0,2020-01-01 00:19:00,0.0,0.0,0.0,0.004668024186204145,0.0,0.004359725223185553,0.0,0.0,0.004359725223185553,0.0,0.0014889201850724653,0.0
20,3.0,2020-01-01 00:20:00,0.0,0.0,0.0,0.0045343416593767215,0.0,0.004236232219442528,0.0,0.0,0.004236232219442528,0.0,0.001448288503347695,0.0
21,3.0,2020-01-01 00:21:00,0.0,0.0,0.0,0.005039349843723721,0.0,0.004711248292745886,0.0,0.0,0.004711248292745886,0.0,0.0016054995271851987,0.0
22,3.0,2020-01-01 00:22:00,0.0,0.0,0.0,0.004863450853049089,0.0,0.004549732155031287,0.0,0.0,0.004549732155031287,0.0,0.0015470865523944915,0.0
23,3.0,2020-01-01 00:23:00,0.0,0.0,0.0,0.004597416748477325,0.0,0.00429144386001214,0.0,0.0,0.00429144386001214,0.0,0.0014674596806562707,0.0
24,3.0,2020-01-01 00:24:00,0.0,0.0,0.0,0.004720478316241449,0.0,0.004407612416563486,0.0,0.0,0.004407612416563486,0.0,0.0015063530637720451,0.0
25,3.0,2020-01-01 00:25:00,0.0,0.0,0.0,0.004541374960890862,0.0,0.004238468099420721,0.0,0.0,0.004238468099420721,0.0,0.001447534606074377,0.0
26,3.0,2020-01-01 00:26:00,0.0,0.0,0.0,0.006466153809685232,0.0,0.0057773981541172255,0.0,0.0,0.0057773981541172255,0.0,0.0025263497184309465,0.0
27,3.0,2020-01-01 00:27:00,0.0,0.0,0.0,0.007830440691227368,0.0,0.006441339725738871,0.0,0.0,0.006441339725738871,0.0,0.0038923744316016495,0.0
28,3.0,2020-01-01 00:28:00,0.0,0.0,0.0,0.008064547792482134,0.0,0.006663439155718609,0.0,0.0,0.006663439155718609,0.0,0.003952284911171234,0.0
29,3.0,2020-01-01 00:29:00,0.0,0.0,0.0,0.00765658164433766,0.0,0.006276225833885995,0.0,0.0,0.006276225833885995,0.0,0.0038295015154063633,0.0
30,3.0,2020-01-01 00:30:00,0.0,0.0,0.0,0.007714550217171124,0.0,0.0063322984606400574,0.0,0.0,0.0063322984606400574,0.0,0.003839559999485399,0.0
31,3.0,2020-01-01 00:31:00,0.0,0.0,0.0,0.0076047472885572166,0.0,0.0062246985042507955,0.0,0.0,0.0062246985042507955,0.0,0.003807345172176285,0.0
32,3.0,2020-01-01 00:32:00,0.0,0.0,0.0,0.0077562631924609615,0.0,0.006351163258115565,0.0,0.0,0.006351163258115565,0.0,0.0038619662316452695,0.0
33,3.0,2020-01-01 00:33:00,0.0,0.0,0.0,0.00745198083052637,0.0,0.006052683667920213,0.0,0.0,0.006052683667920213,0.0,0.0037805561360065927,0.0
